timestamp,action,x,y,char_x,char_y,obstacle_top,obstacle_right,obstacle_bottom,obstacle_left
2371,Checking if character is invisible,20,10,2,10,420,60,120,60
2372,Checking if character is invisible,20,10,2,10,420,60,120,60
2373,Checking if character is invisible,20,10,2,10,420,60,120,60
2374,Checking if character is invisible,20,10,2,10,420,60,120,60
2375,Checking if character is invisible,20,10,2,10,420,60,120,60
2376,Checking if character is invisible,20,10,2,10,420,60,120,60
2377,Checking if character is invisible,20,10,2,10,420,60,120,60
2378,Checking if character is invisible,20,10,2,10,420,60,120,60
2379,Checking if character is invisible,20,10,2,10,420,60,120,60
2380,Checking if character is invisible,20,10,2,10,420,60,120,60
2381,Checking if character is invisible,20,10,2,10,420,60,120,60
2382,Checking if character is invisible,20,10,2,10,420,60,120,60
2383,Checking if character is invisible,20,10,2,10,420,60,120,60
2384,Checking if character is invisible,20,10,2,10,420,60,120,60
2385,Checking if character is invisible,20,10,2,10,420,60,120,60
2386,Checking if character is invisible,20,10,2,10,420,60,120,60
2387,Checking if character is invisible,20,10,2,10,420,60,120,60
2388,Checking if character is invisible,20,10,2,10,420,60,120,60
2389,Making character reset,20,10,2,10,420,60,120,60
2390,Pathfinding to patrol point,20,10,2,10,420,60,120,60
2391,Pathfinding to patrol point,20,10,2,10,420,60,120,60
2392,Pathfinding to patrol point,21,10,2,10,440,60,100,60
2393,Pathfinding to patrol point,21,10,3,10,440,60,100,60
2394,Pathfinding to patrol point,21,11,3,10,220,40,100,80
2395,Pathfinding to patrol point,21,11,3,10,220,40,100,80
2396,Pathfinding to patrol point,21,11,4,10,220,40,100,80
2397,Pathfinding to patrol point,21,12,4,10,220,20,220,100
2398,Pathfinding to patrol point,21,12,5,10,220,20,220,100
2399,Pathfinding to patrol point,22,12,5,10,240,240,200,260
2400,Pathfinding to patrol point,22,13,5,10,20,220,200,280
2401,Pathfinding to character,22,13,6,10,20,220,200,280
2402,Pathfinding to character,22,13,6,10,20,220,200,280
2403,Pathfinding to character,22,13,7,10,20,220,200,280
2404,Pathfinding to character,22,13,7,10,20,220,200,280
2405,Pathfinding to character,22,12,7,10,240,240,200,260
2406,Pathfinding to character,21,12,8,10,220,20,220,100
2407,Pathfinding to character,21,12,8,10,220,20,220,100
2408,Pathfinding to character,21,12,9,10,220,20,220,100
2409,Pathfinding to character,20,12,9,10,200,20,240,100
2410,Pathfinding to character,20,12,9,10,200,20,240,100
2411,Pathfinding to character,19,12,10,10,180,20,260,260
2412,Pathfinding to character,19,12,10,10,180,20,260,260
2413,Pathfinding to character,18,12,11,10,160,20,280,260
2414,Pathfinding to character,18,12,11,10,160,20,280,260
2415,Pathfinding to character,17,12,12,10,140,240,300,260
2416,Pathfinding to character,16,12,12,10,120,240,320,260
2417,Pathfinding to character,16,12,12,10,120,240,320,260
2418,Pathfinding to character,16,12,13,10,120,240,320,260
2419,Pathfinding to character,15,12,13,10,100,240,340,260
2420,Pathfinding to character,15,12,13,11,100,240,340,260
2421,Making character invisible,14,12,2,10,80,240,360,140
2422,Checking if character is invisible,14,12,2,10,80,240,360,140
2423,Checking if character is invisible,14,12,2,10,80,240,360,140
2424,Checking if character is invisible,14,12,2,10,80,240,360,140
2425,Checking if character is invisible,14,12,2,10,80,240,360,140
2426,Checking if character is invisible,14,12,2,10,80,240,360,140
2427,Checking if character is invisible,14,12,2,10,80,240,360,140
2428,Checking if character is invisible,14,12,2,10,80,240,360,140
2429,Checking if character is invisible,14,12,2,10,80,240,360,140
2430,Checking if character is invisible,14,12,2,10,80,240,360,140
2431,Checking if character is invisible,14,12,2,10,80,240,360,140
2432,Checking if character is invisible,14,12,2,10,80,240,360,140
2433,Checking if character is invisible,14,12,2,10,80,240,360,140
2434,Checking if character is invisible,14,12,2,10,80,240,360,140
2435,Checking if character is invisible,14,12,2,10,80,240,360,140
2436,Checking if character is invisible,14,12,2,10,80,240,360,140
2437,Checking if character is invisible,14,12,2,10,80,240,360,140
2438,Checking if character is invisible,14,12,2,10,80,240,360,140
2439,Checking if character is invisible,14,12,2,10,80,240,360,140
2440,Checking if character is invisible,14,12,2,10,80,240,360,140
2441,Checking if character is invisible,14,12,2,10,80,240,360,140
2442,Checking if character is invisible,14,12,2,10,80,240,360,140
2443,Checking if character is invisible,14,12,2,10,80,240,360,140
2444,Checking if character is invisible,14,12,2,10,80,240,360,140
2445,Checking if character is invisible,14,12,2,10,80,240,360,140
2446,Making character reset,14,12,2,10,80,240,360,140
2447,Pathfinding to patrol point,14,12,2,10,80,240,360,140
2448,Pathfinding to patrol point,14,12,2,10,80,240,360,140
2449,Pathfinding to patrol point,13,12,2,9,60,80,380,140
2450,Pathfinding to patrol point,13,12,2,9,60,80,380,140
2451,Pathfinding to patrol point,13,11,2,9,60,100,260,120
2452,Pathfinding to patrol point,13,11,2,8,60,100,260,120
2453,Pathfinding to patrol point,12,11,2,8,40,100,280,120
2454,Pathfinding to patrol point,12,11,2,8,40,100,280,120
2455,Pathfinding to patrol point,12,10,2,7,260,120,280,100
2456,Pathfinding to patrol point,12,10,2,7,260,120,280,100
2457,Pathfinding to patrol point,12,9,2,6,140,140,280,80
2458,Pathfinding to patrol point,12,9,2,6,140,140,280,80
2459,Pathfinding to patrol point,12,9,2,5,140,140,280,80
2460,Pathfinding to patrol point,12,8,2,5,140,160,280,60
2461,Pathfinding to patrol point,12,8,2,5,140,160,280,60
2462,Pathfinding to patrol point,12,7,2,4,140,180,160,40
2463,Pathfinding to patrol point,12,7,2,4,140,180,160,40
2464,Pathfinding to patrol point,12,7,2,4,140,180,160,40
2465,Pathfinding to patrol point,12,6,2,4,140,200,160,20
2466,Pathfinding to patrol point,11,6,2,4,120,360,180,20
2467,Pathfinding to patrol point,11,6,2,4,120,360,180,20
2468,Pathfinding to patrol point,11,6,2,5,120,360,180,20
2469,Pathfinding to patrol point,10,6,2,5,100,100,200,20
2470,Pathfinding to patrol point,10,6,2,6,100,100,200,20
2471,Pathfinding to patrol point,10,6,2,6,100,100,200,20
2472,Pathfinding to patrol point,9,6,2,6,80,100,220,20
2473,Pathfinding to patrol point,9,6,2,7,80,100,220,20
2474,Pathfinding to patrol point,8,6,2,7,60,360,240,140
2475,Pathfinding to patrol point,8,6,2,8,60,360,240,140
2476,Pathfinding to patrol point,8,5,2,8,60,380,20,120
2477,Pathfinding to patrol point,8,5,2,8,60,380,20,120
2478,Pathfinding to patrol point,8,4,2,9,60,400,20,100
2479,Pathfinding to patrol point,8,4,2,9,60,400,20,100
2480,Pathfinding to patrol point,8,4,2,10,60,400,20,100
2481,Pathfinding to patrol point,8,3,2,10,60,420,480,80
2482,Pathfinding to patrol point,8,3,2,11,60,420,480,80
2483,Pathfinding to patrol point,8,3,2,11,60,420,480,80
2484,Pathfinding to patrol point,8,4,2,11,60,400,20,100
2485,Pathfinding to patrol point,8,4,2,12,60,400,20,100
2486,Pathfinding to patrol point,8,4,2,12,60,400,20,100
2487,Pathfinding to patrol point,8,5,2,13,60,380,20,120
2488,Pathfinding to patrol point,8,5,2,13,60,380,20,120
2489,Pathfinding to patrol point,8,5,2,13,60,380,20,120
2490,Pathfinding to patrol point,8,6,2,14,60,360,240,140
2491,Pathfinding to patrol point,8,6,2,14,60,360,240,140
2492,Pathfinding to patrol point,8,7,2,15,60,340,240,160
2493,Pathfinding to patrol point,8,7,2,15,60,340,240,160
2494,Pathfinding to patrol point,8,7,2,15,60,340,240,160
2495,Pathfinding to patrol point,8,8,2,16,60,320,360,180
2496,Pathfinding to patrol point,8,8,2,16,60,320,360,180
2497,Pathfinding to patrol point,8,9,2,17,60,300,360,200
2498,Pathfinding to patrol point,8,9,2,17,60,300,360,200
2499,Pathfinding to patrol point,8,10,2,17,180,280,360,220
2500,Pathfinding to patrol point,8,10,2,18,180,280,360,220
2501,Pathfinding to patrol point,8,10,2,18,180,280,360,220
2502,Pathfinding to patrol point,8,11,2,18,180,260,20,240
2503,Pathfinding to patrol point,8,11,2,18,180,260,20,240
2504,Pathfinding to patrol point,8,12,3,18,180,240,20,260
2505,Pathfinding to patrol point,8,12,3,18,180,240,20,260
2506,Pathfinding to patrol point,8,12,3,18,180,240,20,260
2507,Pathfinding to patrol point,8,13,3,17,180,220,200,280
2508,Pathfinding to patrol point,8,13,3,17,180,220,200,280
2509,Pathfinding to patrol point,8,14,3,16,60,200,200,300
2510,Pathfinding to patrol point,8,14,3,16,60,200,200,300
2511,Pathfinding to patrol point,8,14,3,16,60,200,200,300
2512,Pathfinding to patrol point,8,15,3,15,60,180,480,320
2513,Pathfinding to patrol point,8,15,3,15,60,180,480,320
2514,Pathfinding to patrol point,8,16,3,14,60,160,80,340
2515,Pathfinding to patrol point,8,16,3,14,60,160,80,340
2516,Pathfinding to patrol point,8,17,3,14,60,140,80,360
2517,Pathfinding to patrol point,8,17,3,13,60,140,80,360
2518,Pathfinding to patrol point,8,17,4,13,60,140,80,360
2519,Pathfinding to patrol point,8,18,4,13,60,120,80,380
2520,Pathfinding to patrol point,8,18,4,13,60,120,80,380
2521,Pathfinding to patrol point,8,19,5,13,60,100,80,400
2522,Pathfinding to patrol point,8,19,5,13,60,100,80,400
2523,Pathfinding to character,9,19,6,13,80,100,60,140
2524,Pathfinding to character,9,19,6,13,80,100,60,140
2525,Pathfinding to character,9,19,6,13,80,100,60,140
2526,Pathfinding to character,9,19,7,13,80,100,60,140
2527,Pathfinding to character,9,18,7,13,80,120,60,120
2528,Pathfinding to character,9,18,8,13,80,120,60,120
2529,Pathfinding to character,9,17,8,13,80,140,60,100
2530,Pathfinding to character,9,17,8,13,80,140,60,100
2531,Pathfinding to character,9,16,9,13,80,160,60,80
2532,Pathfinding to character,9,16,9,13,80,160,60,80
2533,Pathfinding to character,9,15,10,13,80,180,460,60
2534,Pathfinding to character,9,15,10,13,80,180,460,60
2535,Pathfinding to character,10,15,11,13,100,180,440,60
2536,Pathfinding to character,10,15,11,13,100,180,440,60
2537,Pathfinding to character,11,15,11,13,120,180,420,200
2538,Pathfinding to character,11,15,12,13,120,180,420,200
2539,Pathfinding to character,12,15,12,13,140,20,400,200
2540,Pathfinding to character,12,15,13,13,140,20,400,200
2541,Pathfinding to character,12,15,13,13,140,20,400,200
2542,Pathfinding to character,13,14,13,13,160,40,100,180
2543,Pathfinding to character,13,14,14,13,160,40,100,180
2544,Pathfinding to character,14,14,14,13,180,200,80,180
2545,Pathfinding to character,14,14,15,13,180,200,80,180
2546,Pathfinding to character,15,14,15,13,200,200,60,300
2547,Pathfinding to character,15,14,15,13,200,200,60,300
2548,Pathfinding to character,16,14,16,13,220,200,40,300
2549,Pathfinding to character,16,14,16,13,220,200,40,300
2550,Making character invisible,16,14,2,10,220,200,40,300
2551,Checking if character is invisible,16,13,2,9,340,220,40,280
2552,Checking if character is invisible,16,13,2,9,340,220,40,280
2553,Checking if character is invisible,16,13,2,9,340,220,40,280
2554,Checking if character is invisible,16,13,2,9,340,220,40,280
2555,Checking if character is invisible,16,13,2,9,340,220,40,280
2556,Checking if character is invisible,16,13,2,9,340,220,40,280
2557,Checking if character is invisible,16,13,2,9,340,220,40,280
2558,Checking if character is invisible,16,13,2,9,340,220,40,280
2559,Checking if character is invisible,16,13,2,9,340,220,40,280
2560,Checking if character is invisible,16,13,2,9,340,220,40,280
2561,Checking if character is invisible,16,13,2,9,340,220,40,280
2562,Checking if character is invisible,16,13,2,9,340,220,40,280
2563,Checking if character is invisible,16,13,2,9,340,220,40,280
2564,Checking if character is invisible,16,13,2,9,340,220,40,280
2565,Checking if character is invisible,16,13,2,9,340,220,40,280
2566,Checking if character is invisible,16,13,2,9,340,220,40,280
2567,Checking if character is invisible,16,13,2,9,340,220,40,280
2568,Checking if character is invisible,16,13,2,9,340,220,40,280
2569,Checking if character is invisible,16,13,2,9,340,220,40,280
2570,Checking if character is invisible,16,13,2,9,340,220,40,280
2571,Checking if character is invisible,16,13,2,9,340,220,40,280
2572,Checking if character is invisible,16,13,2,9,340,220,40,280
2573,Checking if character is invisible,16,13,2,9,340,220,40,280
2574,Checking if character is invisible,16,13,2,9,340,220,40,280
2575,Making character reset,16,13,2,9,340,220,40,280
2576,Pathfinding to patrol point,16,13,2,9,340,220,40,280
2577,Pathfinding to patrol point,16,13,2,9,340,220,40,280
2578,Pathfinding to patrol point,16,12,2,9,120,240,320,260
2579,Pathfinding to patrol point,16,12,2,9,120,240,320,260
2580,Pathfinding to patrol point,16,12,3,9,120,240,320,260
2581,Pathfinding to patrol point,16,11,3,10,120,260,200,240
2582,Pathfinding to patrol point,16,11,3,10,120,260,200,240
2583,Pathfinding to patrol point,16,11,4,10,120,260,200,240
2584,Pathfinding to patrol point,16,11,4,10,120,260,200,240
2585,Pathfinding to patrol point,16,11,5,10,120,260,200,240
2586,Pathfinding to patrol point,17,11,5,10,140,260,180,240
2587,Pathfinding to patrol point,17,11,5,10,140,260,180,240
2588,Pathfinding to character,18,11,6,10,160,40,160,240
2589,Pathfinding to character,18,11,6,10,160,40,160,240
2590,Pathfinding to character,18,11,6,11,160,40,160,240
2591,Pathfinding to character,17,11,7,11,140,260,180,240
2592,Pathfinding to character,17,11,7,11,140,260,180,240
2593,Pathfinding to character,16,11,7,11,120,260,200,240
2594,Pathfinding to character,16,11,8,11,120,260,200,240
2595,Pathfinding to character,16,12,8,12,120,240,320,260
2596,Pathfinding to character,16,12,8,12,120,240,320,260
2597,Pathfinding to character,15,12,8,12,100,240,340,260
2598,Pathfinding to character,15,12,8,13,100,240,340,260
2599,Pathfinding to character,15,12,8,13,100,240,340,260
2600,Pathfinding to character,14,12,8,14,80,240,360,140
2601,Pathfinding to character,14,12,8,14,80,240,360,140
2602,Pathfinding to character,13,12,9,14,60,80,380,140
2603,Pathfinding to character,13,13,9,14,280,60,100,160
2604,Pathfinding to character,13,13,9,14,280,60,100,160
2605,Pathfinding to character,12,13,10,14,260,60,120,160
2606,Pathfinding to character,12,13,10,14,260,60,120,160
2607,Pathfinding to character,12,14,11,14,140,40,120,180
2608,Pathfinding to character,12,14,11,14,140,40,120,180
2609,Making character invisible,12,15,2,10,140,20,400,200
2610,Checking if character is invisible,12,15,2,10,140,20,400,200
2611,Checking if character is invisible,12,15,2,10,140,20,400,200
2612,Checking if character is invisible,12,15,2,10,140,20,400,200
2613,Checking if character is invisible,12,15,2,10,140,20,400,200
2614,Checking if character is invisible,12,15,2,10,140,20,400,200
2615,Checking if character is invisible,12,15,2,10,140,20,400,200
2616,Checking if character is invisible,12,15,2,10,140,20,400,200
2617,Checking if character is invisible,12,15,2,10,140,20,400,200
2618,Checking if character is invisible,12,15,2,10,140,20,400,200
2619,Checking if character is invisible,12,15,2,10,140,20,400,200
2620,Checking if character is invisible,12,15,2,10,140,20,400,200
2621,Checking if character is invisible,12,15,2,10,140,20,400,200
2622,Checking if character is invisible,12,15,2,10,140,20,400,200
2623,Checking if character is invisible,12,15,2,10,140,20,400,200
2624,Checking if character is invisible,12,15,2,10,140,20,400,200
2625,Checking if character is invisible,12,15,2,10,140,20,400,200
2626,Checking if character is invisible,12,15,2,10,140,20,400,200
2627,Checking if character is invisible,12,15,2,10,140,20,400,200
2628,Checking if character is invisible,12,15,2,10,140,20,400,200
2629,Checking if character is invisible,12,15,2,10,140,20,400,200
2630,Checking if character is invisible,12,15,2,10,140,20,400,200
2631,Checking if character is invisible,12,15,2,10,140,20,400,200
2632,Checking if character is invisible,12,15,2,10,140,20,400,200
2633,Checking if character is invisible,12,15,2,10,140,20,400,200
2634,Making character reset,12,15,2,10,140,20,400,200
2635,Pathfinding to patrol point,12,15,2,10,140,20,400,200
2636,Pathfinding to patrol point,12,15,2,10,140,20,400,200
2637,Pathfinding to patrol point,12,15,2,10,140,20,400,200
2638,Pathfinding to patrol point,13,15,2,10,160,20,380,200
2639,Pathfinding to patrol point,13,15,2,11,160,20,380,200
2640,Pathfinding to patrol point,13,14,2,11,160,40,100,180
2641,Pathfinding to patrol point,13,14,2,12,160,40,100,180
2642,Pathfinding to patrol point,14,14,2,12,180,200,80,180
2643,Pathfinding to patrol point,14,14,2,12,180,200,80,180
2644,Pathfinding to patrol point,14,14,2,13,180,200,80,180
2645,Pathfinding to patrol point,15,14,2,13,200,200,60,300
2646,Pathfinding to patrol point,15,13,2,14,320,220,60,280
2647,Pathfinding to patrol point,15,13,2,14,320,220,60,280
2648,Pathfinding to patrol point,15,13,2,14,320,220,60,280
2649,Pathfinding to patrol point,15,12,2,15,100,240,340,260
2650,Pathfinding to patrol point,16,12,2,15,120,240,320,260
2651,Pathfinding to patrol point,16,12,2,16,120,240,320,260
2652,Pathfinding to patrol point,16,11,2,16,120,260,200,240
2653,Pathfinding to patrol point,16,11,2,16,120,260,200,240
2654,Pathfinding to patrol point,16,10,2,17,340,280,200,220
2655,Pathfinding to patrol point,16,10,2,17,340,280,200,220
2656,Pathfinding to patrol point,16,10,2,18,340,280,200,220
2657,Pathfinding to patrol point,16,9,2,18,220,300,200,200
2658,Pathfinding to patrol point,16,9,2,18,220,300,200,200
2659,Pathfinding to patrol point,16,8,2,18,220,320,200,180
2660,Pathfinding to patrol point,16,8,2,18,220,320,200,180
2661,Pathfinding to patrol point,17,8,2,18,240,320,180,180
2662,Pathfinding to patrol point,17,8,2,17,240,320,180,180
2663,Pathfinding to patrol point,17,7,2,17,240,340,60,160
2664,Pathfinding to patrol point,17,7,2,16,240,340,60,160
2665,Pathfinding to patrol point,17,6,2,16,240,360,60,140
2666,Pathfinding to patrol point,17,6,2,16,240,360,60,140
2667,Pathfinding to patrol point,18,6,2,15,260,140,40,140
2668,Pathfinding to patrol point,18,6,2,15,260,140,40,140
2669,Pathfinding to patrol point,19,6,2,14,280,140,20,140
2670,Pathfinding to patrol point,19,6,2,14,280,140,20,140
2671,Pathfinding to patrol point,19,5,2,13,100,160,200,120
2672,Pathfinding to patrol point,20,5,2,13,120,20,180,120
2673,Pathfinding to patrol point,20,5,2,13,120,20,180,120
2674,Pathfinding to patrol point,20,5,2,12,120,20,180,120
2675,Pathfinding to patrol point,21,5,2,12,140,20,160,120
2676,Pathfinding to patrol point,21,5,2,11,140,20,160,120
2677,Pathfinding to patrol point,21,5,2,11,140,20,160,120
2678,Pathfinding to patrol point,22,5,2,11,160,380,140,120
2679,Pathfinding to patrol point,22,4,2,10,160,400,140,100
2680,Pathfinding to patrol point,22,4,2,10,160,400,140,100
2681,Pathfinding to patrol point,23,4,2,9,180,400,120,100
2682,Pathfinding to patrol point,23,4,2,9,180,400,120,100
2683,Pathfinding to patrol point,24,4,2,9,200,400,100,100
2684,Pathfinding to patrol point,24,4,2,8,200,400,100,100
2685,Pathfinding to patrol point,24,4,2,8,200,400,100,100
2686,Pathfinding to patrol point,25,4,2,7,220,320,80,100
2687,Pathfinding to patrol point,25,4,2,7,220,320,80,100
2688,Pathfinding to patrol point,26,4,2,6,240,80,60,100
2689,Pathfinding to patrol point,26,4,2,6,240,80,60,100
2690,Pathfinding to patrol point,26,3,2,6,420,100,120,80
2691,Pathfinding to patrol point,26,3,2,5,420,100,120,80
2692,Pathfinding to patrol point,26,3,2,5,420,100,120,80
2693,Pathfinding to patrol point,26,4,2,4,240,80,60,100
2694,Pathfinding to patrol point,26,4,2,4,240,80,60,100
2695,Pathfinding to patrol point,26,4,2,4,240,80,60,100
2696,Pathfinding to patrol point,26,5,2,4,240,60,60,120
2697,Pathfinding to patrol point,26,5,2,4,240,60,60,120
2698,Pathfinding to patrol point,26,6,2,4,100,40,60,140
2699,Pathfinding to patrol point,26,6,2,5,100,40,60,140
2700,Pathfinding to patrol point,26,6,2,5,100,40,60,140
2701,Pathfinding to patrol point,26,7,2,5,100,20,120,160
2702,Pathfinding to patrol point,26,7,2,6,100,20,120,160
2703,Pathfinding to patrol point,25,7,2,6,80,260,140,160
2704,Pathfinding to patrol point,25,8,2,7,400,240,20,180
2705,Pathfinding to patrol point,25,8,2,7,400,240,20,180
2706,Pathfinding to patrol point,25,8,2,7,400,240,20,180
2707,Pathfinding to patrol point,25,9,2,8,400,220,20,200
2708,Pathfinding to patrol point,25,9,2,8,400,220,20,200
2709,Pathfinding to patrol point,25,10,2,9,520,200,20,220
2710,Pathfinding to patrol point,25,10,2,9,520,200,20,220
2711,Pathfinding to patrol point,25,10,2,9,520,200,20,220
2712,Pathfinding to patrol point,25,11,2,10,300,180,20,240
2713,Pathfinding to patrol point,25,11,2,10,300,180,20,240
2714,Pathfinding to patrol point,25,12,2,11,300,160,140,260
2715,Pathfinding to patrol point,25,12,2,11,300,160,140,260
2716,Pathfinding to patrol point,25,13,2,11,80,140,140,280
2717,Pathfinding to patrol point,25,13,2,12,80,140,140,280
2718,Pathfinding to patrol point,25,13,2,12,80,140,140,280
2719,Pathfinding to patrol point,25,14,2,13,80,120,140,300
2720,Pathfinding to patrol point,25,14,2,13,80,120,140,300
2721,Pathfinding to patrol point,25,15,2,14,400,100,140,320
2722,Pathfinding to patrol point,25,15,2,14,400,100,140,320
2723,Pathfinding to patrol point,25,15,2,14,400,100,140,320
2724,Pathfinding to patrol point,25,16,2,15,240,80,140,340
2725,Pathfinding to patrol point,25,16,2,15,240,80,140,340
2726,Pathfinding to patrol point,25,17,2,16,240,60,140,360
2727,Pathfinding to patrol point,25,17,2,16,240,60,140,360
2728,Pathfinding to patrol point,25,17,2,16,240,60,140,360
2729,Pathfinding to patrol point,25,18,2,17,240,40,140,380
2730,Pathfinding to patrol point,25,18,2,17,240,40,140,380
2731,Pathfinding to patrol point,25,19,2,18,240,20,140,400
2732,Pathfinding to patrol point,25,19,2,18,240,20,140,400
2733,Pathfinding to patrol point,24,19,2,18,220,100,160,400
2734,Pathfinding to patrol point,24,20,2,18,220,80,20,420
2735,Pathfinding to patrol point,24,20,3,18,220,80,20,420
2736,Pathfinding to patrol point,24,20,3,18,220,80,20,420
2737,Pathfinding to patrol point,24,21,3,18,220,60,20,440
2738,Pathfinding to patrol point,24,21,3,17,220,60,20,440
2739,Pathfinding to patrol point,24,21,3,17,220,60,20,440
2740,Pathfinding to patrol point,24,22,3,17,380,40,160,460
2741,Pathfinding to patrol point,25,22,3,16,400,40,140,20
2742,Pathfinding to patrol point,25,22,3,16,400,40,140,20
2743,Pathfinding to patrol point,25,22,3,15,400,40,140,20
2744,Pathfinding to patrol point,25,22,3,15,400,40,140,20
2745,Pathfinding to patrol point,25,22,3,15,400,40,140,20
2746,Pathfinding to patrol point,25,22,3,14,400,40,140,20
2747,Pathfinding to patrol point,25,22,3,14,400,40,140,20
2748,Pathfinding to patrol point,24,22,3,13,380,40,160,460
2749,Pathfinding to patrol point,24,21,3,13,220,60,20,440
2750,Pathfinding to patrol point,24,21,4,13,220,60,20,440
2751,Pathfinding to patrol point,24,21,4,13,220,60,20,440
2752,Pathfinding to patrol point,24,20,5,13,220,80,20,420
2753,Pathfinding to patrol point,24,20,5,13,220,80,20,420
2754,Pathfinding to patrol point,24,19,5,13,220,100,160,400
2755,Pathfinding to character,24,19,6,13,220,100,160,400
2756,Pathfinding to character,24,19,6,13,220,100,160,400
2757,Pathfinding to character,24,19,7,13,220,100,160,400
2758,Pathfinding to character,23,19,7,13,200,100,180,400
2759,Pathfinding to character,23,19,7,13,200,100,180,400
2760,Pathfinding to character,22,19,8,13,180,100,200,400
2761,Pathfinding to character,22,19,8,13,180,100,200,400
2762,Pathfinding to character,21,19,9,13,160,100,220,100
2763,Pathfinding to character,21,19,9,13,160,100,220,100
2764,Pathfinding to character,21,19,9,14,160,100,220,100
2765,Pathfinding to character,20,19,9,14,140,100,240,100
2766,Pathfinding to character,20,19,10,14,140,100,240,100
2767,Pathfinding to character,19,19,10,14,120,100,260,100
2768,Pathfinding to character,19,19,11,14,120,100,260,100
2769,Pathfinding to character,18,19,11,14,100,100,280,100
2770,Pathfinding to character,18,19,11,14,100,100,280,100
2771,Pathfinding to character,17,19,12,14,80,100,300,400
2772,Pathfinding to character,17,19,12,14,80,100,300,400
2773,Pathfinding to character,16,19,13,14,60,100,320,400
2774,Pathfinding to character,16,19,13,14,60,100,320,400
2775,Pathfinding to character,16,18,14,14,60,120,320,380
2776,Pathfinding to character,16,18,14,14,60,120,320,380
2777,Pathfinding to character,16,17,14,15,60,140,320,360
2778,Pathfinding to character,16,17,14,15,60,140,320,360
2779,Pathfinding to character,16,16,15,15,60,160,320,340
2780,Making character invisible,15,16,2,10,40,160,340,340
2781,Checking if character is invisible,15,16,2,10,40,160,340,340
2782,Checking if character is invisible,15,16,2,10,40,160,340,340
2783,Checking if character is invisible,15,16,2,10,40,160,340,340
2784,Checking if character is invisible,15,16,2,10,40,160,340,340
2785,Checking if character is invisible,15,16,2,10,40,160,340,340
2786,Checking if character is invisible,15,16,2,10,40,160,340,340
2787,Checking if character is invisible,15,16,2,10,40,160,340,340
2788,Checking if character is invisible,15,16,2,10,40,160,340,340
2789,Checking if character is invisible,15,16,2,10,40,160,340,340
2790,Checking if character is invisible,15,16,2,10,40,160,340,340
2791,Checking if character is invisible,15,16,2,10,40,160,340,340
2792,Checking if character is invisible,15,16,2,10,40,160,340,340
2793,Checking if character is invisible,15,16,2,10,40,160,340,340
2794,Checking if character is invisible,15,16,2,10,40,160,340,340
2795,Checking if character is invisible,15,16,2,10,40,160,340,340
2796,Checking if character is invisible,15,16,2,10,40,160,340,340
2797,Checking if character is invisible,15,16,2,10,40,160,340,340
2798,Checking if character is invisible,15,16,2,10,40,160,340,340
2799,Checking if character is invisible,15,16,2,10,40,160,340,340
2800,Checking if character is invisible,15,16,2,10,40,160,340,340
2801,Checking if character is invisible,15,16,2,10,40,160,340,340
2802,Checking if character is invisible,15,16,2,10,40,160,340,340
2803,Checking if character is invisible,15,16,2,10,40,160,340,340
2804,Checking if character is invisible,15,16,2,10,40,160,340,340
2805,Making character reset,15,16,2,10,40,160,340,340
2806,Pathfinding to patrol point,15,16,2,10,40,160,340,340
2807,Pathfinding to patrol point,15,16,2,10,40,160,340,340
2808,Pathfinding to patrol point,14,16,2,9,20,160,360,220
2809,Pathfinding to patrol point,14,16,2,9,20,160,360,220
2810,Pathfinding to patrol point,14,15,2,9,180,180,360,200
2811,Pathfinding to patrol point,14,15,2,8,180,180,360,200
2812,Pathfinding to patrol point,13,15,2,8,160,20,380,200
2813,Pathfinding to patrol point,13,15,2,8,160,20,380,200
2814,Pathfinding to patrol point,12,15,2,7,140,20,400,200
2815,Pathfinding to patrol point,12,15,2,7,140,20,400,200
2816,Pathfinding to patrol point,12,15,2,6,140,20,400,200
2817,Pathfinding to patrol point,11,15,2,6,120,180,420,200
2818,Pathfinding to patrol point,11,15,2,6,120,180,420,200
2819,Pathfinding to patrol point,11,16,2,5,120,160,20,220
2820,Pathfinding to patrol point,11,16,2,5,120,160,20,220
2821,Pathfinding to patrol point,11,17,2,4,120,140,20,240
2822,Pathfinding to patrol point,11,17,2,4,120,140,20,240
2823,Pathfinding to patrol point,11,17,2,4,120,140,20,240
2824,Pathfinding to patrol point,11,18,2,4,120,120,20,260
2825,Pathfinding to patrol point,11,18,3,4,120,120,20,260
2826,Pathfinding to patrol point,11,19,3,4,120,100,20,280
2827,Pathfinding to patrol point,11,19,3,4,120,100,20,280
2828,Pathfinding to patrol point,11,19,3,5,120,100,20,280
2829,Pathfinding to patrol point,11,19,3,5,120,100,20,280
2830,Pathfinding to patrol point,11,18,3,6,120,120,20,260
2831,Pathfinding to patrol point,11,18,3,6,120,120,20,260
2832,Pathfinding to patrol point,11,17,3,6,120,140,20,240
2833,Pathfinding to patrol point,11,17,3,7,120,140,20,240
2834,Pathfinding to patrol point,11,17,3,7,120,140,20,240
2835,Pathfinding to patrol point,11,16,3,8,120,160,20,220
2836,Pathfinding to patrol point,11,16,3,8,120,160,20,220
2837,Pathfinding to patrol point,11,15,3,8,120,180,420,200
2838,Pathfinding to patrol point,11,15,3,9,120,180,420,200
